"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","HASC_1","CCN_1","CCA_1","TYPE_1","ENGTYPE_1","NL_NAME_1","VARNAME_1"
1,77,"FJI","Fiji",1,"Central","FJ.CE",NA,"","Division","Division","",""
2,77,"FJI","Fiji",2,"Eastern","FJ.EA",NA,"","Division","Division","",""
3,77,"FJI","Fiji",3,"Northern","FJ.NO",NA,"","Division","Division","",""
4,77,"FJI","Fiji",4,"Rotuma","FJ.RO",NA,"","Division","Division","",""
5,77,"FJI","Fiji",5,"Western","FJ.W",NA,"","Division","Division","",""
