"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","HASC_1","CCN_1","CCA_1","TYPE_1","ENGTYPE_1","NL_NAME_1","VARNAME_1"
1,252,"WLF","Wallis and Futuna",1,"Alo","WF.AL",NA,"","Kingdom","Kingdom","",""
2,252,"WLF","Wallis and Futuna",2,"Singave","WF.SI",NA,"","Kingdom","Kingdom","","Sigave"
3,252,"WLF","Wallis and Futuna",3,"Uvéa","WF.UV",NA,"","Kingdom","Kingdom","","Mata Utu"
