"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","HASC_1","CCN_1","CCA_1","TYPE_1","ENGTYPE_1","NL_NAME_1","VARNAME_1"
1,231,"TKL","Tokelau",1,"Anafu","TK.AT",NA,"","Atoll","Atoll","",""
2,231,"TKL","Tokelau",2,"Fakaofo","TK.FA",NA,"","Atoll","Atoll","",""
3,231,"TKL","Tokelau",3,"Nukunonu","TK.NU",NA,"","Atoll","Atoll","",""
