"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","HASC_1","CCN_1","CCA_1","TYPE_1","ENGTYPE_1","NL_NAME_1","VARNAME_1"
1,80,"GUF","French Guiana",1,"Cayenne","GF.CY",NA,"","Arrondissement","Arrondissement","",""
2,80,"GUF","French Guiana",2,"Saint-Laurent-du-Maroni","GF.SL",NA,"","Arrondissement","Arrondissement","",""
