"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","HASC_1","CCN_1","CCA_1","TYPE_1","ENGTYPE_1","NL_NAME_1","VARNAME_1"
1,195,"SPM","Saint Pierre and Miquelon",1,"Miquelon-Langlade","PM.ML",NA,"","Commune","Commune","",""
2,195,"SPM","Saint Pierre and Miquelon",2,"Saint-Pierre","PM.SP",NA,"","Commune","Commune","",""
