"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","HASC_1","CCN_1","CCA_1","TYPE_1","ENGTYPE_1","NL_NAME_1","VARNAME_1"
1,36,"BRN","Brunei",1,"Belait","BN.BE",NA,"","Daerah-Daerah","District","",""
2,36,"BRN","Brunei",2,"Brunei and Muara","BN.BM",NA,"","Daerah-Daerah","District","",""
3,36,"BRN","Brunei",3,"Temburong","BN.TE",NA,"","Daerah-Daerah","District","",""
4,36,"BRN","Brunei",4,"Tutong","BN.TU",NA,"","Daerah-Daerah","District","",""
