"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","HASC_1","CCN_1","CCA_1","TYPE_1","ENGTYPE_1","NL_NAME_1","VARNAME_1"
1,186,"REU","Reunion",1,"Saint-Benoît","RE.BN",NA,"","Arrondissement","Arrondissement","",""
2,186,"REU","Reunion",2,"Saint-Denis","RE.DN",NA,"","Arrondissement","Arrondissement","",""
3,186,"REU","Reunion",3,"Saint-Paul","RE.PL",NA,"","Arrondissement","Arrondissement","",""
4,186,"REU","Reunion",4,"Saint-Pierre","RE.PR",NA,"","Arrondissement","Arrondissement","",""
